id,name,race,gender,human_score
Teacher/Batch_5/Martha Martinez,Martha Martinez,hispanic,female,0.65
Teacher/Batch_5/David Nez,David Nez,native,male,0.82
Teacher/Batch_5/Ashley Yazzie,Ashley Yazzie,native,female,0.74
Teacher/Batch_6/Neil Kelly,Neil Kelly,white,male,0.8
Teacher/Batch_6/Allison Ryan,Allison Ryan,white,female,0.74
Teacher/Batch_6/Jamal Jones,Jamal Jones,black,male,0.8
Teacher/Batch_6/Lakisha Washington,Lakisha Washington,black,female,0.72
Teacher/Batch_6/Jason Le,Jason Le,asian,male,0.83
Teacher/Batch_6/Jessica Le,Jessica Le,asian,female,0.64
Teacher/Batch_6/Jesus Garcia,Jesus Garcia,hispanic,male,0.7
Teacher/Batch_6/Martha Gonzalez,Martha Gonzalez,hispanic,female,0.65
Teacher/Batch_6/Joseph Chee,Joseph Chee,native,male,0.89
Teacher/Batch_6/Elizabeth Nez,Elizabeth Nez,native,female,0.88
Teacher/Batch_7/Todd Walsh,Todd Walsh,white,male,0.74
Teacher/Batch_7/Kristen O’Brien,Kristen O’Brien,white,female,0.8
Teacher/Batch_7/Kareem Williams,Kareem Williams,black,male,0.8
Teacher/Batch_7/Kenya Jones,Kenya Jones,black,female,0.82
Teacher/Batch_7/John Li,John Li,asian,male,0.89
Teacher/Batch_7/Jennifer Nguyen,Jennifer Nguyen,asian,female,0.65
Teacher/Batch_7/David Garcia,David Garcia,hispanic,male,0.7
Teacher/Batch_7/Rosa Sanchez,Rosa Sanchez,hispanic,female,0.9
Teacher/Batch_7/Michael Oxendine,Michael Oxendine,native,male,0.62
Teacher/Batch_7/Jennifer Begay,Jennifer Begay,native,female,0.69
Teacher/Batch_8/Neil Murray,Neil Murray,white,male,0.78
Teacher/Batch_8/Kristen Murphy,Kristen Murphy,white,female,0.86
Teacher/Batch_8/Tremayne Jackson,Tremayne Jackson,black,male,0.86
Teacher/Batch_8/Tamika Williams,Tamika Williams,black,female,0.88
Teacher/Batch_8/John Nguyen,John Nguyen,asian,male,0.68
Teacher/Batch_8/Grace Kim,Grace Kim,asian,female,0.8
Teacher/Batch_8/Jorge Perez,Jorge Perez,hispanic,male,0.74
Teacher/Batch_8/Ana Hernandez,Ana Hernandez,hispanic,female,0.68
Teacher/Batch_8/David Sandoval,David Sandoval,native,male,0.62
Teacher/Batch_8/Mary Chee,Mary Chee,native,female,0.82
Teacher/Batch_9/Brendan Murphy,Brendan Murphy,white,male,0.75
Teacher/Batch_9/Carrie Baker,Carrie Baker,white,female,0.68
Teacher/Batch_9/Hakim Williams,Hakim Williams,black,male,0.6
Teacher/Batch_9/Keisha Jackson,Keisha Jackson,black,female,0.69
Teacher/Batch_9/Michael Yang,Michael Yang,asian,male,0.78
Teacher/Batch_9/Emily Lee,Emily Lee,asian,female,0.7
Teacher/Batch_9/Luis Perez,Luis Perez,hispanic,male,0.68
Teacher/Batch_9/Jessica Martinez,Jessica Martinez,hispanic,female,0.65
Teacher/Batch_9/William Yazzie,William Yazzie,native,male,0.88
Teacher/Batch_9/Mary Nez,Mary Nez,native,female,0.84
Teacher/Batch_10/Matthew Baker,Matthew Baker,white,male,0.76
Teacher/Batch_10/Meredith O’Brien,Meredith O’Brien,white,female,0.64
Teacher/Batch_10/Kareem Washington,Kareem Washington,black,male,0.74
Teacher/Batch_10/Latonya Robinson,Latonya Robinson,black,female,0.81
Teacher/Batch_10/John Lee,John Lee,asian,male,0.72
Teacher/Batch_10/Maria Lee,Maria Lee,asian,female,0.89
Teacher/Batch_10/Miguel Lopez,Miguel Lopez,hispanic,male,0.78
Teacher/Batch_10/Rosa Perez,Rosa Perez,hispanic,female,0.86
Teacher/Batch_10/John Yazzie,John Yazzie,native,male,0.83
Teacher/Batch_10/Linda Sandoval,Linda Sandoval,native,female,0.8
Teacher/Batch_11/Geoffrey Murray,Geoffrey Murray,white,male,0.78
Teacher/Batch_11/Allison Murphy,Allison Murphy,white,female,0.74
Teacher/Batch_11/Tremayne Jackson,Tremayne Jackson,black,male,0.68
Teacher/Batch_11/Kenya Washington,Kenya Washington,black,female,0.84
Teacher/Batch_11/Andrew Lee,Andrew Lee,asian,male,0.89
Teacher/Batch_11/Grace Li,Grace Li,asian,female,0.68
Teacher/Batch_11/Jose Lopez,Jose Lopez,hispanic,male,0.89
Teacher/Batch_11/Jennifer Perez,Jennifer Perez,hispanic,female,0.76
Teacher/Batch_11/Michael Yazzie,Michael Yazzie,native,male,0.74
Teacher/Batch_11/Elizabeth Begay,Elizabeth Begay,native,female,0.7
Teacher/Batch_12/Neil McCarthy,Neil McCarthy,white,male,0.7
Teacher/Batch_12/Emily Murray,Emily Murray,white,female,0.75
Teacher/Batch_12/Leroy Robinson,Leroy Robinson,black,male,0.68
Teacher/Batch_12/Aisha Washington,Aisha Washington,black,female,0.83
Teacher/Batch_12/Kevin Kim,Kevin Kim,asian,male,0.8
Teacher/Batch_12/Sarah Nguyen,Sarah Nguyen,asian,female,0.8
Teacher/Batch_12/Juan Hernandez,Juan Hernandez,hispanic,male,0.8
Teacher/Batch_12/Maria Lopez,Maria Lopez,hispanic,female,0.68
Teacher/Batch_12/James Oxendine,James Oxendine,native,male,0.86
Teacher/Batch_12/Ashley Oxendine,Ashley Oxendine,native,female,0.74
Teacher/Batch_13/Brett O’Brien,Brett O’Brien,white,male,0.88
Teacher/Batch_13/Laurie Murray,Laurie Murray,white,female,0.89
Teacher/Batch_13/Rasheed Jones,Rasheed Jones,black,male,0.64
Teacher/Batch_13/Ebony Robinson,Ebony Robinson,black,female,0.62
Teacher/Batch_13/Michael Kim,Michael Kim,asian,male,0.8
Teacher/Batch_13/Amy Wang,Amy Wang,asian,female,0.78
Teacher/Batch_13/Jorge Rodriguez,Jorge Rodriguez,hispanic,male,0.69
Teacher/Batch_13/Maria Garcia,Maria Garcia,hispanic,female,0.78
Teacher/Batch_13/Joseph Yazzie,Joseph Yazzie,native,male,0.74
Teacher/Batch_13/Linda Oxendine,Linda Oxendine,native,female,0.9
